Date,SPX,NWL,MSFT,SPX Rtn,NWL Rtn,MSFT Rtn
12/11/06,1427.09,227.15,29.88,0.012235431,-0.014277035,0.026804124
12/18/06,1410.76,226.61,29.34,-0.011442866,-0.002377284,-0.018072289
12/26/06,1418.3,230.14,29.56,0.005344637,0.015577424,0.007498296
1/3/07,1409.71,226.6,29.34,-0.006056547,-0.015381941,-0.00744249
1/8/07,1430.73,230.45,30.89,0.014910868,0.016990291,0.052828903
1/16/07,1430.5,227.31,30.79,-0.000160757,-0.013625515,-0.003237294
1/22/07,1422.18,230.29,30.29,-0.005816148,0.01310985,-0.016239039
1/29/07,1448.39,230.87,29.88,0.018429453,0.002518564,-0.01353582
2/5/07,1438.06,228.93,28.69,-0.007132057,-0.008402997,-0.039825971
2/12/07,1455.54,227.93,28.55,0.012155265,-0.004368147,-0.004879749
2/20/07,1451.19,229.35,28.71,-0.002988582,0.006229983,0.005604203
2/26/07,1387.17,227.31,27.57,-0.044115519,-0.008894702,-0.039707419
3/5/07,1402.84,224.55,27.11,0.01129638,-0.012142009,-0.016684802
3/12/07,1386.95,229.96,27.15,-0.011327022,0.02409263,0.00147547
3/19/07,1436.11,246,27.83,0.035444681,0.069751261,0.025046041
3/26/07,1420.86,244.8,27.68,-0.010618964,-0.004878049,-0.005389867
4/2/07,1443.76,255.9,28.36,0.016117,0.045343137,0.024566474
4/9/07,1452.85,260,28.42,0.00629606,0.016021884,0.002115656
4/16/07,1484.35,257.05,28.83,0.021681523,-0.011346154,0.01442646
4/23/07,1494.07,266,29.92,0.006548321,0.034818129,0.037807839
4/30/07,1505.62,265.99,30.35,0.007730561,-3.7594E-05,0.014371658
5/7/07,1505.85,258.08,30.68,0.000152761,-0.02973796,0.010873147
5/14/07,1522.75,252.63,30.72,0.011222897,-0.021117483,0.001303781
5/21/07,1515.73,250.65,30.37,-0.00461008,-0.007837549,-0.011393229
5/29/07,1536.34,251.7,30.48,0.013597409,0.004189108,0.003621995
6/4/07,1507.67,250.19,29.95,-0.018661234,-0.005999205,-0.017388451
6/11/07,1532.91,252.73,30.38,0.016741064,0.010152284,0.014357262
6/18/07,1502.56,253.43,29.39,-0.019798944,0.002769754,-0.032587228
6/25/07,1503.35,252.92,29.37,0.000525769,-0.00201239,-0.000680504
7/2/07,1530.44,257.4,29.87,0.018019756,0.017713111,0.017024174
7/9/07,1552.5,255.35,29.72,0.014414155,-0.007964258,-0.005021761
7/16/07,1534.1,249.73,31.05,-0.011851852,-0.022009007,0.044751009
7/23/07,1458.95,236.02,29.29,-0.048986376,-0.054899291,-0.05668277
7/30/07,1433.06,228.6,28.86,-0.017745639,-0.031438014,-0.014680778
8/6/07,1453.64,256.17,28.61,0.014360878,0.120603675,-0.008662509
8/13/07,1445.94,263,28.25,-0.005297047,0.026661982,-0.012583013
8/20/07,1479.37,264.21,28.81,0.023119908,0.00460076,0.019823009
8/27/07,1457.64,253,28.45,-0.014688685,-0.042428371,-0.012495661
