Date,SP100,Amex,Cisco
20-Aug-07,674.12,58.33,29.76
21-Aug-07,673.85,58.79,30.1
22-Aug-07,681.28,59.77,30.26
23-Aug-07,681.84,59.67,30.27
24-Aug-07,689.47,60.53,30.73
27-Aug-07,684.74,59.6,31.1
28-Aug-07,668.99,57.01,30.41
29-Aug-07,683.02,57.8,31
30-Aug-07,680.46,57.38,31.43
31-Aug-07,687.47,58.27,31.92
4-Sep-07,694.23,60.41,32.32
5-Sep-07,686.63,58.97,32.22
6-Sep-07,688.91,59.05,31.84
7-Sep-07,677.74,57.41,31.52
10-Sep-07,678.04,58.36,31.74
11-Sep-07,687.65,59.02,32.16
12-Sep-07,688.42,59.13,31.78
13-Sep-07,695,60.24,31.51
14-Sep-07,694.38,58.59,31.56
17-Sep-07,691.12,57.86,31.5
18-Sep-07,710.08,60.44,32.04
19-Sep-07,713.53,60.59,32.09
20-Sep-07,709.81,59.76,32.21
21-Sep-07,713.35,58.93,32.3
24-Sep-07,710.14,58.04,31.88
25-Sep-07,710.52,58.48,32.44
26-Sep-07,714.06,58.66,32.99
27-Sep-07,716.46,59.22,33.23
28-Sep-07,714.49,59.02,33.13
1-Oct-07,723.78,60.27,32.99
2-Oct-07,723.53,60.26,33.01
3-Oct-07,719.73,59.65,32.45
4-Oct-07,720.59,59.55,32.15
5-Oct-07,725.83,60.89,32.65
8-Oct-07,724.1,60.48,32.71
9-Oct-07,729.79,62.3,33.08
10-Oct-07,728.03,61.68,33.27
11-Oct-07,724.9,62.23,32.8
12-Oct-07,727.77,63.01,32.92
15-Oct-07,722.09,61.59,32.79
16-Oct-07,717.81,60.02,32.29
17-Oct-07,719.7,59.87,32.46
18-Oct-07,718.31,58.46,32.68
19-Oct-07,700.31,56.91,31.5
22-Oct-07,702.63,56.67,31.37
23-Oct-07,708.86,58.46,31.54
24-Oct-07,707.86,58.74,31.26
25-Oct-07,706.62,59.55,31.18
26-Oct-07,717.18,60.46,31.9
29-Oct-07,720.74,60.3,32.41
30-Oct-07,716.52,60.09,32.61
31-Oct-07,724.4,60.74,33.06
1-Nov-07,705.46,58.19,32.18
2-Nov-07,704.95,58.22,32.51
5-Nov-07,701.71,57.97,33.08
6-Nov-07,709.91,58.37,34.08
7-Nov-07,688.73,55.18,32.75
8-Nov-07,686.13,55.91,29.63
9-Nov-07,675.68,56.29,28.58
12-Nov-07,670.37,55.9,29.11
13-Nov-07,690.77,58.96,30.14
14-Nov-07,685.76,58.9,29.71
15-Nov-07,676.59,58.04,29.3
16-Nov-07,680.61,58.47,29.94
19-Nov-07,669.17,57.17,29.43
20-Nov-07,674.01,56.8,29.04
21-Nov-07,662.89,54.15,28.25
23-Nov-07,673.71,55.44,28.69
26-Nov-07,657.79,53.35,27.5
27-Nov-07,668.08,55.43,27.49
28-Nov-07,686.42,57.21,28.05
29-Nov-07,687.59,56.69,28.15
30-Nov-07,692.03,58.78,28.02
3-Dec-07,687,58.4,27.57
4-Dec-07,682.18,56.91,26.96
5-Dec-07,692.85,57.73,27.48
6-Dec-07,702.62,59.32,27.79
7-Dec-07,701.18,56.76,27.45
10-Dec-07,706.34,57.38,27.66
11-Dec-07,691.11,54.37,28.02
12-Dec-07,694.94,53.89,28.8
13-Dec-07,696.56,53.65,29.06
14-Dec-07,687.38,52.11,28.65
17-Dec-07,677.46,52,27.95
18-Dec-07,681.05,51.6,28.15
19-Dec-07,679.89,51.73,28.19
20-Dec-07,682.72,50.85,28.28
21-Dec-07,693.57,51.77,28.6
24-Dec-07,698.84,53.06,28.72
26-Dec-07,699.84,52.72,28.38
27-Dec-07,690.14,50.92,27.79
28-Dec-07,691.31,50.66,27.56
31-Dec-07,685.65,51.84,27.07
